key,valor,
site_name,Ad House Admin Panel,
sidebar_label,Ad House Admin,
slogan,O jornal é um grande tesouro para as pessoas do que incontáveis ​​milhões de ouro,
title_bar_seperator,|,
hello,Olá! Eu sou de arquivo de idioma,
added_date,Encontro,
upload_point_label,Carregar Ponto,
success_item_report,Relatório item foi adicionado com sucesso,
profile_img,Imagem de perfil,
signin,Assinar em,
check_for_detail,Verifique se há mais detalhes!,
success_delete,excluído com sucesso,
success_save_contact,Agradecemos o contato. Vamos chegar de volta em breve.,
success_contact_delete,Contactar mensagem foi excluído com sucesso,
btn_search,Procurar,
btn_add_new,Adicionar novo,
btn_edit,Editar,
btn_save,Salve ,
btn_save_gallery,Salvar e ir para a Galeria,
btn_cancel,Cancelar,
btn_yes,sim,
btn_delete,Excluir,
btn_publish,Publicar,
btn_replace_photo,Substitua a foto,
btn_replace_icon,substituir Ícone,
back_button,De volta,
lbl_view,Visão,
chat_history_save_success,história bate-papo foi adicionado com sucesso,
chat_history_update_success,histórico de chat foi atualizado com sucesso,
btn_version,Versão,
ver_info,Versão informação,
ver_no_label,Version No,
ver_msg_label,versão Mensagem,
ver_title_label,versão Título,
ver_force_update,Atualização Força versão?,
ver_need_data,Versão clara necessidade de dados?,
success_version_add,Versão foi adicionada com sucesso,
success_version_edit,Versão foi atualizada com sucesso,
dashboard,painel de controle,
no,Não,
del_cover_photo,Excluir Foto da capa,
youtube_url,Youtube URL,
del_icon_label,Ícone Excluir,
del_icon_confirm,Tem certeza de que deseja excluir o ícone?,
success_upload,A imagem foi enviada com sucesso,
success_img_delete,A imagem foi excluído com sucesso,
error_login,Email e senha não correspondem,
err_access,"Desculpe, você não tem acesso a tomar esta ação",
err_model,erro de banco de dados ocorreu,
err_sys,erro de sistema ocorreu,
err_upload,Carregar erro ocorreu,
wrn_no_data,Não há dados ainda,
del_cover_photo_confirm,Tem certeza de que deseja apagar a foto?,
upload_photo,upload de fotos,
no_record,Não há mais registros,
invalid_api_key,API Key é inválido,
invalid_user_id,Id de usuário inválido,
invalid_item_id,Id item inválido,
role,Função,
user_name,Nome do usuário,
user_email,O email,
user_password,Senha,
conf_password,Confirme a Senha,
user_phone,telefone,
allowed_modules,Módulos permitidos,
user_ban,Banimento,
user_unban,unban,
user_info,Informação do usuário,
user_list,Lista de usuários,
user_add,Adicionar novo usuário,
user_edit,Editar usuário,
user_search,pesquisa de Usuário,
err_dup_email,Endereço de e-mail já está existia no sistema,
err_dup_name,Nome já está existia no sistema,
err_user_name_blank,"Por favor, forneça nome de usuário",
err_user_name_len,O comprimento do nome de utilizador deve ser maior do que 4,
err_user_email_blank,"Por favor, forneça o endereço de email",
err_user_email_invalid,"Por favor, forneça endereço de email válido",
err_user_email_exist,Endereço de e-mail já está existia no sistema,
err_user_pass_blank,"Por favor, forneça a senha",
err_user_pass_len,O comprimento da senha deve ser maior que 4,
err_user_pass_conf_blank,"Por favor, forneça a senha de confirmação",
err_user_pass_conf_not_match,Senha e Confirmar senha não correspondem,
err_permission_blank,Por favor selecionar quais módulos são capazes de acesso,
success_user_add,Usuário foi adicionado com sucesso,
success_user_edit,Usuário foi atualizado com sucesso,
err_user_banned,"Desculpe, você não pode entrar porque sua conta é proibido.",
cat_info,categoria Informação,
cat_name,Nome da Categoria,
cat_ordering,categoria Order,
cat_img,Categoria Foto da capa,
cat_icon,Ícone da categoria,
cat_search,pesquisa Categoria:,
cat_select,Escolha um nome de categoria,
cat_add,Adicionar categoria,
cat_edit,Editar Categoria,
success_cat_edit,Categoria foi atualizada com sucesso,
success_cat_add,Categoria foi adicionada com sucesso,
success_cat_delete,Categoria foi excluído com sucesso,
err_cat_name,"Por favor, forneça nome da categoria",
err_cat_len,O comprimento do nome da categoria deve ser maior que 4,
err_cat_exist,Nome da categoria já está existia no sistema,
delete_cat_label,Categoria de exclusão?,
cat_delete_confirm_message,Você quer apagar todos os papéis de parede sob a categoria juntos?,
cat_yes_all_message,Sim All - Categoria e Itens excluirá a partir do sistema.,
cat_no_only_message,Categoria Somente - somente Categoria excluirá do sistema.,
cat_yes_all_label,Sim Todos,
cat_no_only_label,Categoria Apenas,
over_name,Nome Com vista,
over_search,pesquisa Com vista,
over_add,Adicionar Com vista,
over_info,Informações Com vista,
over_edit,Editar Com vista,
delete_over_label,Excluir Com vista?,
over_delete_confirm_message,Você deseja excluir as overlookings?,
over_yes_all_message,Sim All - Com vista para excluirá a partir do sistema.,
success_over_edit,Com vista foi atualizado com sucesso,
success_over_add,Com vista foi adicionada com sucesso,
success_over_delete,Com vista foi excluído com sucesso,
err_over_name,Forneça o nome com vista,
err_over_len,O comprimento de Com vista Nome deve ser maior do que 4,
err_over_exist,Com vista para o nome já está existia no sistema,
delete_contact_label,Excluir contato mensagem?,
contact_delete_confirm_message,Você quer apagar a mensagem de contato?,
detail_contact_label,Fale Mensagem,
contact_info_label,Informações de contato Mensagem,
about_contact_label,Sobre Contato Mensagem,
contact_info_label,Informações para contato Detalhe,
contact_name,Nome do contato Pessoa,
contact_email,Pessoa de Contato E-mail,
contact_phone,Pessoa de Contato Telefone,
btn_reset,Redefinir,
reset_password,Password Reset,
contact_receive_message,Você recebeu um novo contato nós mensagem.,
nav_profile,Ir para o perfil,
nav_backend,Ir para Backend,
nav_logout,Sair,
total_label,total:,
device_label,Dispositivo,
devices_label,Devices,
registered_label,foi registrado para Push Notificati,
noti_info,push Notification,
noti_message_label,mensagem,
noti_message_tooltips,"Por favor, forneça o messsage para notificação push.",
noti_send_btn,Enviar Push Notification,
sorry_no_device,"Desculpe, não há nenhum dispositivo registrado para notificação Push.",
select_cat,Selecione a Categoria,
success_noti_add,Notificação foi adicionado com sucesso,
success_noti_delete,Notificação foi excluído com sucesso,
delete_noti_label,Notificação de exclusão?,
noti_yes_message,Notificação sim- excluirá a partir do sistema.,
push_message,Mensagem impulso,
noti_des_label,Descrição,
noti_img,notificação Foto,
noti_search,pesquisa Noti,
select_cat,Selecione a Categoria,
noti_add,Adicionar Noti,
app_info_lable,Sobre Informação,
about_title_label,Sobre Título,
description_label,Sobre Descrição,
about_email_label,Sobre Email,
about_phone_label,Sobre telefone,
about_website_label,Sobre site link,
about_seo_section,Informações SEO,
about_seo_title_label,SEO Título,
about_seo_desc_label,SEO Descrição,
about_seo_keywords_label,expressões SEO,
about_social_section,Informações sociais,
about_facebook_label,Facebook,
about_gplus_label,Google+,
about_instagram_label,Instagram,
about_youtube_label,Youtube,
about_pinterest_label,Pinterest,
about_twitter_label,Twitter,
about_color_section,Sobre Site Tema Cor,
about_theme,Temas disponíveis,
success_about_edit,Sobre é atualizado com êxito,
about_ads_analyt,Google Analytic & anúncios Configuração,
about_ads_client,anúncios cliente,
about_ads_slot,anúncios de entalhe,
about_analyt_track_id,Analytic Track ID,
about_ads_on,Ativar Google Adsense,
about_analyt_on,Ativar Google Analytic,
gdpr_label,PIBR conteúdo,
safety_tips_label,Dicas de segurança,
about_nav_icon,Ícone de navegação,
about_fav_icon,Fav Ícone,
about_backend_icon,para back-end,
total_users_count_label,Usuários registrados,
total_cat_count_label,total de Categorias,
total_wallpaper_count_label,publicar Wallpapers,
total_contact_label,Total Contacto Mensagem,
total_likes_count_label,Total Likes Conde,
total_favs_count_label,Total de Favoritos Contagem,
total_comments_count_label,Total de Comentários Contagem,
category_panel_title,Categorias recentes,
recent_news_panel_title,Notícias recentes,
available_inside,Notícias disponíveis dentro desta categoria.,
contact_message,Contato Mensagens,
recent_news_panel_title,Notícias recentes,
user_latest_members,Últimas Usuários registrados,
success_contact,Sua mensagem salvar com sucesso no sistema.,
file_na,Não disponível,
required_platform,plataforma necessária,
err_noti_register,"Desculpe, não é o problema de registro Push Notification",
success_noti_register,O seu dispositivo registrado com êxito para Push Notification.,
success_noti_unregister,O seu dispositivo não registrado com sucesso para Push Notification.,
err_noti_unregister,"Desculpe, não é o problema para cancelamento de registro Push Notification",
success_touch_count,Conde toque inserido com sucesso.,
err_touch_count,Problema In Touch Contagem!,
err_user_register,"Desculpe, não é o problema para o registro do usuário.",
err_user_not_exist,"Desculpe, usuário não existir no sistema.",
err_user_not_verify,"Desculpe, sua conta não está ainda verificar.",
err_email_not_send,"Desculpe, não há problema no envio de e-mail.",
err_user_update,"Desculpe, não há problema em informações do usuário de atualização.",
err_user_password_update,"Desculpe, não há problema na senha do usuário atualização.",
success_profile_update,O seu perfil atualizado com sucesso.,
success_email_sent,E-mail é enviado com sucesso.,
success_reset,Senha foi redefinida com sucesso,
success_reset_email_sent,Repor-mail é enviado com sucesso,
trending,Tendência Notícias,
editor_pick,Editor Escolhido Notícias,
project_name,Tipo Nome do Projeto,
project_search,Pesquisar Tipo de projeto,
att_add,Adicionar Novo Atributo,
add_att_detail,Adicionar novo detalhe Atributo,
list_attribute_header,Atributo Lista Header,
wrn_no_data,Não há dados ainda,
project_add,Adicionar tipo de projeto,
att_name,Nome do Atributo,
Prd_search_subcat,Escolha um nome de subcategoria,
Prd_search_dis,Selecionar tipo de desconto,
project_info,Tipo de projeto Informações,
project_edit,Editar tipo de projeto,
delete_project_label,Excluir tipo de projeto?,
att_info,Informações atributo,
project_delete_confirm_message,Você deseja excluir os tipos de projetos?,
project_yes_all_message,Sim All - Tipo de projeto irá eliminar a partir do sistema.,
success_project_edit,Tipo de projeto foi atualizado com sucesso,
success_project_add,Tipo de projeto foi adicionado com sucesso,
success_project_delete,Tipo de projeto foi excluído com sucesso,
err_project_name,Forneça o nome tipo de projeto,
success_upload,A imagem foi atualizado com sucesso,
err_project_len,O comprimento do tipo de projeto Nome deve ser maior que 4,
err_project_exist,Tipo Nome do Projeto já está existia no sistema,
item_description_label,Descrição,
deal_option_id_label,Opção negócio,
meet_up_label,Encontro,
mailing_or_delivery_label,Divulgação ou a entrega,
brand_label,marca,
price,Preço,
itm_title_label,Título,
itm_business_mode,É Shop?,
itm_show_shop,(Se mostrar usuário pode pedir mais de um),
itm_is_sold_out,É vendido para fora?,
location_info_label,Informação local,
itm_address_label,Endereço,
itm_lat_label,Latitude,
itm_lng_label,Longitude,
itm_select_price,Select Preço Tipo,
itm_select_currency,Escolha Moeda Car,
status_label,estado,
select_status_label,Selecione status,
find_location_label,Digite & Find localização do Google API,
itm_select_deal_option,Selecione negócio Option,
itm_steering_position,Posição de direção,
itm_no_of_owner,Sem Of proprietário,
itm_trim_name_label,Nome guarnição,
itm_vehicle_id_label,ID veículo,
itm_mileage_label,Quilometragem,
itm_select_fuel,Selecione tipos de combustível,
itm_price_unit_label,Preço unitário,
itm_max_passengers_label,passageiros Max,
itm_no_of_doors_label,Não De Portas,
itm_select_build,Escolha um tipo de compilação,
itm_select_seller_type,Selecionar Tipo de Vendedor,
itm_select_color,Selecione a cor,
itm_licence_status,É Status da licença?,
plat_number_label,Número da placa,
engine_power_label,Poder do motor,
year_label,Ano,
itm_select_transmission,Selecione Nome Transmission,
price_type_label,Tipo preço,
license_expiration_date_label,Licença Data de Validade,
other_info_lable,Outras,
confi_info_lable,Configuração,
performance_info_lable,atuação,
licence_info_lable,Licença,
price_info_lable,Preço,
api_info,Ajuste API,
api_title,Ajuste API,
api_title_tooltips,Nome API,
api_order_by,Ordenar por,
btn_save,Salve ,
btn_cancel,Cancelar,
success_api_edit,Atualizado com sucesso,
about_gallery,Galeria,
wallpaper_edit,Editar Wallpaper,
categories_label,categorias,
messages_label,mensagens,
categories_label,categorias,
view_all_label,Ver tudo,
divider_label,:,
wallpapers_label,Papeis de parede,
users_label,Comercial,
app_setting,App a informação da definição,
apikey_info,Api Informações Chave,
key_label,Chave,
success_apikey_edit,Api Key é atualizado com êxito,
success_apikey_add,Api Key é adicionado com sucesso,
earn_point_label,Ganhe Ponto,
currency_symbol,Símbolo de moeda,
currency_short_form,Short Form moeda,
currency_add,add Moeda,
success_currency_edit,Moeda foi atualizada com sucesso,
success_currency_add,Moeda foi adicionada com sucesso,
success_currency_delete,Moeda foi excluído com sucesso,
delete_currency_label,Moeda de exclusão?,
currency_delete_confirm_message,Você deseja excluir moedas?,
currency_search,pesquisa de moeda,
currency_edit,Editar Moeda,
err_currency_name,"Por favor, informe o nome da moeda",
err_currency_len,O comprimento do nome da moeda deve ser maior que 4,
err_currency_exist,Nome da Moeda já existia no sistema,
color_color,Cor,
select_type,Selecione o tipo,
from_point,Do ponto:,
to_point,Apontar :,
order_by,Ordenar por :,
select_order,Select Order,
push_noti_sending_title,Envio Push Notification,
no_device_label,Há dispositivos não registrado ainda.,
delete_color_label,Excluir a cores?,
color_delete_confirm_message,Você quer desvincular todos os papéis de parede sob que a cor excluída?,
upload_icon,Ícone da categoria,
about_upload_icon,Carregar Ícone,
fav_upload_icon,Fav Ícone,
sidebar_upload_icon,Logo backend,
btn_upload,Envio,
not_enough_point,"Desculpe, o seu ponto não é suficiente.",
view_count,Veja Counts,
earn_point_label,ganhou Ponto,
download_count,Contagem de Download,
rating_count,Conde classificação,
terms_label,Termos e Condições,
about_img,Sobre Foto da capa,
massupload_info,Mass Wallpaper upload usando CSV Arquivo,
select_csv_file,Selecione Arquivo CSV,
something_wrong_upload,errado Algo em seus dados carregados.,
pls_upload_csv,Faça o upload do arquivo CSV.,
sample_csv_format,CSV de exemplo está aqui: https://www.dropbox.com/s/oheyivxfgdlk129/sample.csv?dl=0,
csv_upload_instruction,"Por favor, siga os passos no seguinte: <br>
1. upload de imagens para uploads pasta manualmente via FTP. <br>
2. Carregar miniatura de imagens para uploads / thumbnail pasta manully via FTP. <br>
3. Em seguida, preparar como o formato CSV. Amostra aqui: http://bit.ly/2UvCjRp <br>
4. precisa seguir essas regras. Aqui: http://bit.ly/2T1Tjgp <br>
5. Você pode usar Sheet Google para criar e exportação como separador de vírgula. <br>
6. Recomendado é de cerca de 100 registros em um CSV. "";",
noti_sent_fail,Não conseguem enviar notificações push,
noti_sent_success,enviada com sucesso notificação push to,
reject_message_1,Desculpa! Wallpaper Rejeitado (,
reject_message_2,),
approve_message_1,Felicitações! Aprovado Wallpaper (,
approve_message_2,),
uploaded_user,uploaded Usuário,
select_multiple_images,Por favor selecionar várias imagens de fundo.,
multiple_images_message,"Nota: As imagens papel de parede será salvo o mesmo por nome, categoria, otimizada, cor, tipo, Tag, Point, Publicar, Recomende.",
multiple_wallpaper_title,"Wallpapers Multiple Upload ""Mode, cor, tipo, Tag, Point, Publicar, Recomendar.""",
delete_user_label,Apagar Utilizador Registado?,
user_delete_confirm_message,Você quer apagar todo o Utilizador Registado?,
user_yes_all_label,Sim Todos,
user_no_only_label,Categoria Apenas,
success_user_delete,Utilizador Registado foi excluído com sucesso,
credit,Crédito,
price_info,Informações preço,
price_name,Nome preço,
price_edit,Editar Preço,
price_add,add Preço,
price_search,a pesquisa Preço,
delete_price_label,Preço de exclusão?,
price_delete_confirm_message,Você quer apagar preço?,
err_price_name,Forneça o nome preço,
err_price_len,O comprimento de Preço Nome deve ser maior que 4,
err_price_exist,Preço Nome já existia no sistema,
success_price_edit,Preço foi atualizado com sucesso,
success_price_add,Preço foi adicionada com sucesso,
success_price_delete,Preço foi excluído com sucesso,
type_info,Item Tipo Informação,
type_name,Digite o nome,
type_edit,Editar Tipo,
type_add,Adicionar tipo de,
type_search,Tipo de pesquisa,
delete_type_label,Tipo de exclusão?,
type_delete_confirm_message,Você quer apagar Tipo?,
err_type_name,"Por favor, forneça nome de tipo",
err_type_len,O comprimento do nome do tipo deve ser maior que 4,
err_type_exist,Tipo Nome já está existia no sistema,
success_type_edit,Tipo foi atualizado com sucesso,
success_type_add,Tipo foi adicionado com sucesso,
success_type_delete,Tipo foi excluído com sucesso,
project_name,Tipo Nome do Projeto,
project_search,Pesquisar Tipo de projeto,
project_add,Adicionar tipo de projeto,
project_info,Tipo de projeto Informações,
project_edit,Editar tipo de projeto,
delete_project_label,Excluir tipo de projeto?,
project_delete_confirm_message,Você deseja excluir os tipos de projetos?,
project_yes_all_message,Sim All - Tipo de projeto irá eliminar a partir do sistema.,
success_project_edit,Tipo de projeto foi atualizado com sucesso,
success_project_add,Tipo de projeto foi adicionado com sucesso,
success_project_delete,Tipo de projeto foi excluído com sucesso,
err_project_name,Forneça o nome tipo de projeto,
err_project_len,O comprimento do tipo de projeto Nome deve ser maior que 4,
post_name,Postado Por Nome,
post_search,Pesquisa Postado por,
post_add,Adicionar Postado Por,
post_info,Postado Por Informações,
post_edit,Editar Postado Por,
delete_post_label,Excluir Postado por?,
post_delete_confirm_message,Você quer apagar o postado por?,
post_yes_all_message,Sim All - Postado por excluirá a partir do sistema.,
success_post_edit,Postado Por foi atualizado com sucesso,
success_post_add,Postado Por foi adicionada com sucesso,
success_post_delete,Postado por ter sido excluído com sucesso,
err_post_name,"Por favor, forneça postado por nome",
err_post_exist,Postado Por Nome já existia no sistema,
err_post_len,O comprimento Postado Por Nome deve ser maior que 4,
available_name,Nome disponibilidade,
available_search,pesquisa disponibilidade,
available_add,add Disponibilidade,
available_info,Informações disponibilidade,
available_edit,Disponibilidade de edição,
delete_available_label,Disponibilidade de exclusão?,
available_delete_confirm_message,Você quer apagar a disponibilidade?,
available_yes_all_message,Sim All - Disponibilidade excluirá a partir do sistema.,
success_available_edit,Disponibilidade foi atualizado com sucesso,
success_available_add,Disponibilidade foi adicionada com sucesso,
success_available_delete,Disponibilidade foi excluído com sucesso,
err_available_name,"Por favor, informe o nome da disponibilidade",
err_available_len,O comprimento de Disponibilidade Nome deve ser maior que 4,
err_available_exist,Disponibilidade Nome já existia no sistema,
ban_info,Banner Informação,
ban_name,Bandeira Nome da imagem,
ban_edit,Editar Banner,
ban_add,Adicionar Banner,
ban_image,banner Image,
ban_search,Pesquisar Banner,
delete_ban_label,Excluir Banner?,
ban_delete_confirm_message,Você quer apagar Banner Tipo?,
err_ban_name,"Por favor, forneça nome da bandeira casa",
err_ban_len,O comprimento do Banner Nome deve ser maior que 4,
err_ban_exist,Início Estandarte Nome já existia no sistema,
success_ban_edit,Banner foi atualizado com sucesso,
success_ban_add,Banner foi adicionada com sucesso,
success_ban_delete,Banner foi excluído com sucesso,
location_info,Informações do item Localização,
location_name,Localização Cidades Nome,
location_edit,Editar Cidade,
location_add,Adicionar Centro da cidade,
location_search,Pesquisar Cidade,
delete_location_label,Localização de exclusão?,
location_delete_confirm_message,Você quer apagar Localização?,
err_location_name,"Por favor, informe o nome da Localização",
err_location_len,O comprimento do nome do local deve ser maior que 4,
err_location_exist,Localização Nome já existia no sistema,
success_location_edit,Localização foi atualizado com sucesso,
success_location_add,Localização foi adicionada com sucesso,
success_location_delete,Localização foi excluído com sucesso,
blog_add,add Blog,
blog_info,Informações de blog,
blog_name,Blog Nome,
blog_desc,Blog Descrição,
blog_edit,Editar Blogs,
success_blog_add,Blogs foi adicionada com sucesso,
success_blog_edit,Blogs foi atualizado com sucesso,
err_dup_name,Nome já está existia no sistema,
err_blog_exist,Blog nome já está existia no sistema,
delete_blog_label,Blog de exclusão?,
blog_delete_confirm_message,Tem certeza que deseja deletar esse blog?,
success_blog_delete,Blogs foi excluído com sucesso,
err_blog_len,O comprimento do blogue Nome deve ser maior que 4,
err_blog_name,"Por favor, forneça nome do blog",
blog_search,Blog Search,
blog_gallery,Blog Galeria,
btn_disable,Desativar,
report_edit,Relatório Editar Item,
total_category_count_label,total de Categorias,
total_sub_cat_count_label,total de subcategorias,
total_blog_count_label,Blogs total,
total_contact_count_label,Total Contacto Mensagem,
popular_item,Item Mais,
item_report,item relatado,
items_label,Itens Recentemente Adicionado,
item_img,item de imagem,
popular_item_info,Informações sobre o item Popular,
popular_item_view,Ver Popular item,
app_setting_lable,App a informação da definição,
app_lat_label,Latitude,
app_lng_label,Longitude,
location_info_label,Informação local,
err_chat_history_not_exist,Nenhum registro encontrado na história do bate-papo,
accept_update_success,Aceitar a oferta foi atualizado com sucesso,
err_accept_update,"Desculpe, não é um problema em aceitar a oferta",
count_update_success,A contagem de reinicializações foi atualizado com sucesso,
err_count_update,"Desculpe, não é um problema na contagem de redefinição",
price_update_success,Preço foi atualizado com sucesso,
err_price_update,"Desculpe, não é um problema no preço",
err_accept_offer,"Desculpe, você não poderia aceitar a oferta novamente.",
overall_rating,Avaliação,
user_is_verify_do_forgot_password,"A sua conta é verificada por isso, fazer esqueci minha senha.",
user_view,Ver Usuário,
user_address,Endereço,
user_city,Cidade,
about_me,Sobre mim,
verify_type,Verifique Tipo,
follower_count,Conde seguidor,
following_count,Após Conde,
user_profile,Foto de perfil,
email_verify,e-mail Confirmar,
facebook_verify,Facebook Verifique,
google_verify,Google Verifique,
phone_verify,telefone Verifique,
condition_name,Nome condição,
cond_search,pesquisa Condição,
condition_add,Adicionar condição,
condition_info,Informações do item Condição,
cond_edit,Editar Condição,
delete_condition_label,Excluir Condição?,
condition_delete_confirm_message,Você deseja excluir as condições?,
condition_yes_all_message,Sim All - Condição e Itens excluirá a partir do sistema.,
success_condition_edit,Condição foi atualizado com sucesso,
success_condition_add,Condição foi adicionado com sucesso,
success_condition_delete,Condição foi excluído com sucesso,
err_condition_name,"Por favor, informe o nome da condição",
err_condition_len,O comprimento da Condição Nome deve ser maior que 4,
err_condition_exist,Condição Nome já existia no sistema,
cat_module,categorias,
overlooking_module,Negligenciar,
contact_module,Fale Conosco Mensagem,
sys_user_module,Usuários do sistema,
register_user_module,Usuários registrados,
about_module,Sobre o aplicativo,
push_noti_module,push Notification,
analytics_module,analítica,
export_db_module,Banco de Dados de exportação,
app_setting_module,APP Configuração,
property_module,Propriedade,
popular_property_module,A maioria Propriedade Popular,
projecttype_module,Tipos de projeto,
postedby_module,Postado por,
apikey_module,chaves de API,
apis_module,Ajuste API,
availability_module,Disponibilidade,
rating_module,A maioria dos usuários Avaliação,
sellertype_module,Tipo de Vendedor,
transmissions_module,Transmissions,
banners_module,banner,
item_conditions_module,Condição,
version_module,Versão do aplicativo,
item_currency_module,Moeda,
item_price_module,Preço,
item_type_module,Tipo,
blog_module,Blog,
item_reports_module,propriedade relatada,
app_setting_module,app Configuração,
location_module,Localização,
language_module,línguas,
lang_name,Nome do idioma,
btn_active,Ativo,
lang_string,Cordas idioma,
lang_add,Adicionar idioma,
lang_info,informações língua,
lang_symbol,Símbolo,
lang_search,pesquisa Idioma,
lang_edit,Editar Idioma,
success_lang_edit,Idioma foi atualizado com sucesso,
success_lang_add,Idioma foi adicionada com sucesso,
success_lang_delete,Idioma foi excluído com sucesso,
err_lang_name,"Por favor, forneça nome do idioma",
err_lang_len,O comprimento do Nome do Idioma deve ser maior que 4,
err_lang_exist,Nome do Idioma já existia no sistema,
delete_lang_label,Excluir idioma?,
